REGISTRATION_DATE,START_DATE,END_DATE,VERSION_EN,AREA_EN,CONTRACT_AMOUNT,ANNUAL_AMOUNT,IS_FREE_HOLD_EN,ACTUAL_AREA,PROP_TYPE_EN,PROP_SUB_TYPE_EN,ROOMS,USAGE_EN,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,PARKING,TOTAL_PROPERTIES,MASTER_PROJECT_EN,PROJECT_EN
"2026-06-30 17:16:01","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Wadi Al Safa 2","46022.55","46022.55","Free Hold","66.56","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"2026-06-30 17:16:08","2026-05-01 00:00:00","2027-04-30 00:00:00","Renewed","Al Murqabat","62040","62040","Non Free Hold","50.17","Unit","Shop","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:16:11","2026-06-28 00:00:00","2027-06-27 00:00:00","Renewed","Al Yelayiss 2","39848","39848","Free Hold","52.43","Unit","Flat","","Residential","","","Dubai Cycling Course","","1","",""
"2026-06-30 17:16:18","2026-07-25 00:00:00","2027-07-24 00:00:00","New","Cornich Deira","55000","55000","Non Free Hold","5.05","Unit","Shop","","Commercial","Salah Al Din Metro Station","","Dubai International Airport","","1","",""
"2026-06-30 17:16:23","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Thanyah Fifth","330000","330000","Free Hold","534.43","Villa","Villa","3","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","JUMEIRAH PARK - PACKAGE 5A"
"2026-06-30 17:16:36","2026-06-20 00:00:00","2027-06-19 00:00:00","New","Marsa Dubai","90000","90000","Free Hold","64.06","Unit","Flat","","Residential","Marina Towers","Marina Mall","Burj Al Arab","","1","","THE RESIDENCES AT MARINA GATE 1"
"2026-06-30 17:16:38","2026-04-25 00:00:00","2027-04-24 00:00:00","Renewed","Al Nahda First","90000","90000","Non Free Hold","90.49","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:16:52","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Mirdif","120000","120000","Non Free Hold","23","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","3","",""
"2026-06-30 17:16:52","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Mirdif","120000","120000","Non Free Hold","21","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","3","",""
"2026-06-30 17:16:52","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Mirdif","120000","120000","Non Free Hold","22","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","3","",""
"2026-06-30 17:16:58","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Madinat Al Mataar","91000","91000","Free Hold","111","Unit","Flat","","Residential","","","","","1","",""
"2026-06-30 17:17:00","2026-07-01 00:00:00","2027-07-31 00:00:00","New","Al Muteena","120000","120000","Non Free Hold","35","Unit","Shop","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:17:25","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Abu Hail","15000","15000","Non Free Hold","19","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"2026-06-30 17:17:30","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Burj Khalifa","160000","160000","Free Hold","138","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"2026-06-30 17:17:32","2026-06-30 00:00:00","2027-06-29 00:00:00","Renewed","Madinat Dubai Almelaheyah","88000","88000","Non Free Hold","139.35","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:17:53","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Warsan First","29000","29000","Free Hold","43","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:18:09","2026-05-15 00:00:00","2027-05-14 00:00:00","Renewed","Al Warqa First","53000","53000","Non Free Hold","122.17","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:18:14","2026-07-20 00:00:00","2027-07-19 00:00:00","Renewed","Al Thanyah Third","115000","115000","Free Hold","105.41","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 17:18:36","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:18:40","2026-07-03 00:00:00","2027-07-02 00:00:00","New","Nadd Hessa","85000","85000","Free Hold","117.94","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Selicon Star 2"
"2026-06-30 17:18:59","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Dubai Investment Park First","20000","20000","Free Hold","20","Virtual Unit","Office","","Commercial","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 17:19:03","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Thanyah Third","115000","115000","Free Hold","85.66","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 17:19:08","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Rega","38590","38590","Non Free Hold","47.29","Unit","Flat","","Residential","Union Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:19:14","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Karama","44000","44000","Non Free Hold","49.24","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:19:15","2026-06-10 00:00:00","2027-06-09 00:00:00","Renewed","Al Qusais Industrial Fifth","34650","34650","Non Free Hold","73.79","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:19:19","2026-02-15 00:00:00","2028-02-14 00:00:00","New","Dubai Investment Park Second","120000","60000","Free Hold","2284.66","Building","Factory","","Industrial","","","Expo 2020 Site","","1","",""
"2026-06-30 17:19:38","2026-06-10 00:00:00","2027-06-09 00:00:00","Renewed","Al Yufrah 1","120000","120000","Free Hold","174","Villa","Villa","3","Residential","","","","","1","","The Valley - Eden"
"2026-06-30 17:19:44","2026-07-05 00:00:00","2027-07-04 00:00:00","New","Wadi Al Safa 2","95000","95000","Free Hold","122.43","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Platinum by vision"
"2026-06-30 17:19:49","2026-04-19 00:00:00","2027-04-18 00:00:00","Renewed","Al Nahda Second","42900","42900","Non Free Hold","73.01","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:20:00","2026-07-01 00:00:00","2026-12-31 00:00:00","New","Hor Al Anz East","38500","77000","Non Free Hold","90.12","Unit","Flat","","Residential","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:20:08","2026-04-05 00:00:00","2027-04-04 00:00:00","Renewed","Al Warsan First","36300","36300","Free Hold","75","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:20:32","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Yelayiss 2","95000","95000","Free Hold","106.16","Unit","Flat","","Residential","","","Dubai Cycling Course","","1","","RAWDA APARTMENTS"
"2026-06-30 17:20:45","2026-01-01 00:00:00","2026-12-31 00:00:00","Renewed","Naif","27000","27000","Non Free Hold","26.8","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:21:31","2026-07-03 00:00:00","2027-07-02 00:00:00","New","Nadd Hessa","60000","60000","Free Hold","86.64","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Selicon Star 2"
"2026-06-30 17:21:41","2026-07-15 00:00:00","2027-07-14 00:00:00","New","Al Hebiah Second","58000","58000","Free Hold","68","Unit","Flat","","Residential","Sharaf Dg Metro Station","","Motor City","","1","","LAYA HEIGHTS"
"2026-06-30 17:22:11","2026-07-01 00:00:00","2026-12-31 00:00:00","Renewed","Business Bay","48000","96000","Free Hold","75.1","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","AYKON CITY 2"
"2026-06-30 17:22:11","2026-07-01 00:00:00","2026-12-31 00:00:00","Renewed","Business Bay","48000","96000","Free Hold","75.1","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","AYKON CITY 3"
"2026-06-30 17:22:11","2026-07-01 00:00:00","2026-12-31 00:00:00","Renewed","Business Bay","48000","96000","Free Hold","75.1","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","AYKON CITY "
"2026-06-30 17:22:12","2025-10-12 00:00:00","2026-10-11 00:00:00","Renewed","Wadi Al Safa 2","48070","48070","Free Hold","125.32","Unit","Flat","","Residential","","","IMG World Adventures","","1","","QPOINT LIWAN - PLOT R003"
"2026-06-30 17:22:19","2026-05-01 00:00:00","2026-12-31 00:00:00","New","Rega Al Buteen","133920","200880","Non Free Hold","276.79","Unit","Office","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:22:21","2026-01-01 00:00:00","2026-12-31 00:00:00","Renewed","Al Goze First","77000","77000","Non Free Hold","40","Unit","Shop","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"2026-06-30 17:22:39","2026-07-23 00:00:00","2027-07-22 00:00:00","Renewed","Madinat Dubai Almelaheyah","65000","65000","Non Free Hold","83.61","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:22:53","2026-06-20 00:00:00","2027-06-19 00:00:00","Renewed","Jabal Ali Industrial First","34500","34500","Non Free Hold","39.86","Unit","Flat","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 17:22:58","2026-08-14 00:00:00","2027-08-13 00:00:00","New","Business Bay","490000","490000","Free Hold","158.34","Unit","Office","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","BAY SQUARE"
"2026-06-30 17:23:07","2026-07-10 00:00:00","2027-07-09 00:00:00","New","Al Barshaa South Third","56000","56000","Free Hold","50.75","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","SKYZ By Danube"
"2026-06-30 17:23:32","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Naif","29000","29000","Non Free Hold","18.2","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:23:32","2026-06-18 00:00:00","2027-06-17 00:00:00","New","Hadaeq Sheikh Mohammed Bin Rashid","4000000","4000000","Free Hold","1234.28","Villa","Villa","6","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","IMG World Adventures","","1","","FAIRWAY VISTAS"
"2026-06-30 17:23:37","2026-05-01 00:00:00","2027-04-30 00:00:00","Renewed","Hor Al Anz East","27300","27300","Non Free Hold","18.95","Unit","Shop","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:23:56","2026-06-15 00:00:00","2027-06-14 00:00:00","New","Business Bay","300000","300000","Free Hold","156.09","Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","BURLINGTON TOWER"
"2026-06-30 17:24:04","2026-04-11 00:00:00","2027-04-10 00:00:00","New","Al Suq Al Kabeer","80000","80000","Non Free Hold","58.71","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:24:18","2026-07-15 00:00:00","2027-07-14 00:00:00","New","Marsa Dubai","90000","90000","Free Hold","117","Unit","Flat","","Residential","Marina Towers","Marina Mall","Burj Al Arab","","1","","TORCH TOWER"
"2026-06-30 17:24:23","2026-07-06 00:00:00","2027-07-05 00:00:00","New","Palm Jumeirah","800000","800000","Free Hold","302.5","Villa","Villa","5","Residential","Knowledge Village","Marina Mall","Burj Al Arab","","1","","Palma Residence"
"2026-06-30 17:24:28","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:24:43","2026-03-01 00:00:00","2027-02-28 00:00:00","Renewed","Dubai Investment Park First","42000","42000","Free Hold","48","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 17:24:53","2026-06-18 00:00:00","2027-06-17 00:00:00","New","Dubai Investment Park Second","35000","35000","Free Hold","29.13","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","RITAJ"
"2026-06-30 17:25:08","2026-07-05 00:00:00","2027-07-04 00:00:00","New","Al Thanyah Fifth","95000","95000","Free Hold","106","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","","NEW DUBAI GATE2"
"2026-06-30 17:25:19","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Merkadh","64000","64000","Free Hold","50.75","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Azizi Riviera 59 "
"2026-06-30 17:25:28","2026-06-29 00:00:00","2027-06-28 00:00:00","New","Al Warsan First","75000","75000","Free Hold","92.41","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:25:38","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Al Baraha","23000","23000","Non Free Hold","46.45","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:26:04","2026-04-09 00:00:00","2027-04-08 00:00:00","New","Al Merkadh","480000","480000","Free Hold","204.65","Unit","Shop","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Azizi Riviera 20"
"2026-06-30 17:26:10","2026-05-15 00:00:00","2027-05-14 00:00:00","Renewed","Mankhool","110000","110000","Non Free Hold","222.97","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:26:26","2026-07-15 00:00:00","2027-07-14 00:00:00","New","Warsan Fourth","45000","45000","Free Hold","34.61","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:26:36","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Business Bay","145000","145000","Free Hold","82","Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","BURLINGTON TOWER"
"2026-06-30 17:27:00","2025-09-30 00:00:00","2026-09-29 00:00:00","Renewed","Al Nahda First","55000","55000","Non Free Hold","67.63","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:27:28","2026-05-21 00:00:00","2027-05-20 00:00:00","Renewed","Nadd Hessa","37800","37800","Free Hold","64.56","Unit","Flat","","Residential","","","IMG World Adventures","","1","","AL FALAK RESIDENCE"
"2026-06-30 17:27:35","2026-06-01 00:00:00","2027-07-31 00:00:00","New","Al Hebiah Fourth","87534.25","75029.36","Free Hold","116.85","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","AMAL TOWER"
"2026-06-30 17:28:10","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"2026-06-30 17:28:26","2026-03-26 00:00:00","2027-03-20 00:00:00","New","Al Thanyah Fifth","300000","304531.72","Free Hold","120.32","Unit","Shop","","Commercial","Damac Properties","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 17:28:38","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Burj Khalifa","230000","230000","Free Hold","97.08","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Burj Royale"
"2026-06-30 17:28:40","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Warsan Fourth","35000","35000","Free Hold","302.58","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:28:56","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Al Warsan First","21987","21987","Free Hold","18.12","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:29:05","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Barshaa South Third","48000","48000","Free Hold","37.59","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","ELEVATE by Prescott"
"2026-06-30 17:29:21","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Bayshore"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Savanna-Cedar-Mangrove"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Grove"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Sunset"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Breeze"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - VIDA Residences"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Lotus"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Surf"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Rosewater"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Canopy - Moor"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Summer"
"2026-06-30 17:29:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","120000","120000","Free Hold","94","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Beach - Orchid"
"2026-06-30 17:30:06","2026-07-03 00:00:00","2027-07-02 00:00:00","New","Wadi Al Safa 5","110000","110000","Free Hold","129","Villa","Villa","3","Residential","","","Hamdan Sports Complex","","1","","Arabian Ranches III - JOY"
"2026-06-30 17:30:08","2026-05-27 00:00:00","2027-05-26 00:00:00","Renewed","Al Barshaa South Third","92000","92000","Free Hold","79.62","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","Vincitore Boulevard"
"2026-06-30 17:30:27","2024-12-14 00:00:00","2025-12-13 00:00:00","Renewed","Al Jadaf","37800","37800","Free Hold","57.84","Unit","Flat","","Residential","Creek Metro Station","Dubai Mall","Dubai International Airport","","1","","NASTARAN TOWER"
"2026-06-30 17:31:12","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Barshaa South Third","58000","58000","Free Hold","38.16","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","Floarea Residence"
"2026-06-30 17:32:29","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Naif","112156","112156","Non Free Hold","41.62","Unit","Shop","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:32:53","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Goze Third","15000","15000","Non Free Hold","50","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"2026-06-30 17:33:04","2026-07-10 00:00:00","2027-07-09 00:00:00","New","Wadi Al Safa 3","67000","67000","Free Hold","120.42","Unit","Flat","","Residential","","","IMG World Adventures","","1","","POSH LIFESTYLES"
"2026-06-30 17:33:05","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Merkadh","90000","90000","Free Hold","88","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Sobha Hartland - Crest Grande"
"2026-06-30 17:33:06","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Barshaa South Third","46000","46000","Free Hold","39.27","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","Jewelz Residence"
"2026-06-30 17:33:09","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Al Murqabat","99750","99750","Non Free Hold","174.47","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:33:09","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:33:35","2026-07-10 00:00:00","2027-07-09 00:00:00","New","Business Bay","148000","148000","Non Free Hold","216","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:33:44","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","20000","20000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:33:52","2026-07-31 00:00:00","2027-07-30 00:00:00","Renewed","Al Barsha First","78500","78500","Non Free Hold","81","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"2026-06-30 17:33:56","2026-06-25 00:00:00","2027-06-24 00:00:00","Renewed","Oud Metha","100000","100000","Non Free Hold","127","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:34:17","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Warsan First","31000","31000","Free Hold","45","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:34:46","2026-06-01 00:00:00","2027-05-31 00:00:00","Renewed","Al Hebiah Fourth","34000","34000","Free Hold","39.97","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","EAGLE HEIGHTS"
"2026-06-30 17:35:17","2026-06-27 00:00:00","2027-06-26 00:00:00","New","Burj Khalifa","230000","230000","Free Hold","97","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Burj Royale"
"2026-06-30 17:35:17","2026-07-20 00:00:00","2027-07-19 00:00:00","Renewed","Hor Al Anz East","56000","56000","Non Free Hold","86.9","Unit","Flat","","Residential","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:36:14","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Murqabat","55000","55000","Non Free Hold","62.92","Unit","Flat","","Residential","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:36:19","2026-09-01 00:00:00","2027-10-31 00:00:00","New","Trade Center First","550000","550000","Non Free Hold","290","Unit","Flat","","Residential","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:36:23","2026-06-01 00:00:00","2027-05-31 00:00:00","Renewed","Me'Aisem First","40000","40000","Free Hold","62.36","Unit","Flat","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","","LAKESIDE"
"2026-06-30 17:36:46","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:36:53","2027-05-20 00:00:00","2028-05-19 00:00:00","Renewed","Al Qusais Industrial Fourth","20000","20000","Free Hold","30","Virtual Unit","Office","","Commercial","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:37:26","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Wadi Al Safa 3","75000","75000","Free Hold","93.83","Unit","Flat","","Residential","","","Global Village","","1","","LIVING LEGENDS PHASE 5"
"2026-06-30 17:37:47","2026-07-03 00:00:00","2027-07-02 00:00:00","New","Al Barshaa South Third","42000","42000","Free Hold","47.03","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","LINCOLN PARK(WEST SIDE & LINCOLN PARK - B)"
"2026-06-30 17:37:59","2026-07-03 00:00:00","2027-07-02 00:00:00","Renewed","Al Barsha South Fourth","99225","99225","Free Hold","98","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","BLOOM HEIGHTS"
"2026-06-30 17:37:59","2026-07-03 00:00:00","2027-07-02 00:00:00","Renewed","Al Barsha South Fourth","99225","99225","Free Hold","98","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","CANAL VIEWS"
"2026-06-30 17:38:41","2026-07-07 00:00:00","2027-07-06 00:00:00","Renewed","Jabal Ali First","69878","69878","Free Hold","130","Unit","Flat","","Residential","","","","","1","",""
