TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"13-17490-2026","2026-07-01 13:26:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Yufrah 1","Building","Villa","2380000","261","261","4 B/R","","","","","0","0","","The Valley - Orania"
"13-17491-2026","2026-07-01 13:18:01","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","468000","38.73","38.73","Studio","B3-062","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","BELLA ROSE"
"13-17493-2026","2026-07-01 13:50:04","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","3360000","173.73","173.73","2 B/R","2-LG176","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","","MARINA RESIDENCE"
"13-17495-2026","2026-07-01 13:42:07","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","1560000","169.83","169.83","3 B/R","P1-290, P1-290A","","","Motor City","0","0","","DAMAC HILLS - ARTESIA"
"13-17500-2026","2026-07-01 13:59:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1062000","128.46","128.46","2 B/R","DMCC-3158","Marina Mall Metro Station","Marina Mall","Burj Al Arab","0","0","","SABA TOWER 3"
"14-860-2026","2026-06-29 16:35:05","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","2320000","540.42","540.42","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
"14-914-2026","2026-07-01 13:38:05","Mortgage","Modify Mortgage","Ready","Non Free Hold","Residential","Al Barsha First","Land","Residential","118750000","1474.73","1474.73","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"14-916-2026","2026-06-29 17:11:49","Mortgage","Modify Mortgage","Ready","Non Free Hold","Residential","Nad Al Shiba Third","Land","","3299393","468.77","468.77","","","Creek Metro Station","City Centre Mirdif","","0","0","",""
"14-919-2026","2026-06-29 15:39:16","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1020000","57.68","57.68","1 B/R","F1-60","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula One"
"14-920-2026","2026-06-29 19:36:57","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2050000","251.37","251.37","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 15"
"14-921-2026","2026-06-29 19:38:05","Mortgage","Modify Mortgage","Ready","Free Hold","Commercial","JUMEIRAH GOLF","Land","Commercial","13350000","905.32","905.32","","","","","","0","0","","SANCTUARY  FALLS"
"14-922-2026","2026-06-30 09:02:30","Mortgage","Modify Mortgage","Ready","Free Hold","Commercial","JUMEIRAH GOLF","Land","Commercial","2482000","423.14","423.14","","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","JUMEIRAH GOLF ESTATES"
"14-923-2026","2026-06-30 10:47:36","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1295000","122.66","122.66","2 B/R","DMCC-2136","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"14-924-2026","2026-06-30 11:26:34","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","Al Kifaf","Unit","Flat","2787897","191.4","191.4","3 B/R","CD4-033, CD4-034","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","0","0","","Park Gate Residences"
"14-925-2026","2026-06-30 11:25:39","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","390000","31.11","31.11","Studio","G-49","","","","0","0","","The Hamilton"
"14-926-2026","2026-06-30 11:24:37","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","510000","57.09","57.09","1 B/R","P1-89","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Samia Residence"
"14-927-2026","2026-07-01 09:49:22","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","JUMEIRAH GOLF","Unit","Flat","3920000","267.81","267.81","4 B/R","PH1-B-64, B-65","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","ALANDALUS"
"14-928-2026","2026-06-30 12:55:04","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","500000","321.01","321.01","2 B/R","","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 6"
"14-930-2026","2026-06-30 16:27:26","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","SERENA","Building","Villa","764400","183.78","183.78","2 B/R","","","","Hamdan Sports Complex","0","0","","Serena Casa Dora"
"14-931-2026","2026-06-30 18:15:25","Mortgage","Modify Mortgage","Ready","Free Hold","Commercial","PALM JUMEIRAH","Land","Commercial","19950000","722.51","722.51","","","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","",""
"14-932-2026","2026-06-30 13:47:50","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","20000000","893.71","893.71","7 B/R","B1-1083 , B1-1084 , B1-1085 , B1-1086 , B1-1165 , B1-1165T , B1-1166 , B1-1166T","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE ATRIA"
"14-933-2026","2026-06-30 15:02:40","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2224500","183.76","183.76","2 B/R","DMCC 2196","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"14-934-2026","2026-06-30 15:07:20","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","Wadi Al Safa 3","Building","Villa","4339280","179.75","179.75","4 B/R","","","","","0","0","","ALBARARI IXORA VILLAS"
"14-935-2026","2026-06-30 19:08:18","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","713367","73.09","73.09","2 B/R","G-3","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Creek Vistas"
"14-936-2026","2026-07-01 09:27:39","Mortgage","Modify Mortgage","Ready","Non Free Hold","Residential","AL MIZHAR FOURTH","Land","Government Housing","1000000","716.62","716.62","","","","","","0","0","",""
"190-1902-2026","2026-06-30 08:54:12","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1360000","111.5","111.5","2 B/R","G-154","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","JANNAT"
"190-1905-2026","2026-07-01 09:57:04","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1019520","242.25","242.25","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 3"
"190-1915-2026","2026-06-30 17:56:54","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","PALM DEIRA","Unit","Flat","1041000","124.6","124.6","1 B/R","P2-67","Palm Deira Metro Stations","","Dubai International Airport","0","0","","BEACH WALK RESIDENCES 1"
"190-1918-2026","2026-06-30 18:10:28","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","359022","59.69","59.69","1 B/R","P1-38","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Pearl House III by Imtiaz"
"190-1924-2026","2026-06-30 05:54:31","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1250000","336","336","","","","","","0","0","","Jebel Ali Village Townhouses- Phase 1"
"190-1926-2026","2026-06-30 05:59:26","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Jabal Ali First","Land","Residential","1974720","676","676","","","","","","0","0","","Jebel Ali Village "
"190-1928-2026","2026-06-29 15:41:29","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","561000","66.63","66.63","1 B/R","G-89","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ZaZEN Ivy"
"190-1929-2026","2026-06-29 15:36:43","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","841340","112.24","112.24","","","","","","0","0","","DAMAC HILLS (2) - NATURA"
"190-1930-2026","2026-06-29 18:19:32","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","959000","112.24","112.24","","","","","","0","0","","DAMAC HILLS (2) - NATURA"
"190-1931-2026","2026-06-29 16:40:20","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","2300000","357.32","357.32","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 3"
"190-1932-2026","2026-06-29 17:16:53","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1250000","132.89","132.89","2 B/R","G-44","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ZaZEN Ivy"
"190-1933-2026","2026-06-29 17:48:56","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","1880000","144","144","","","","","","0","0","","DAMAC LAGOONS - MALTA (1)"
"190-1934-2026","2026-06-29 22:23:59","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","700000","370.87","370.87","","","","","","0","0","","Jebel Ali Village Townhouses- Phase 1"
"190-1935-2026","2026-06-29 19:33:05","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1640000","127.27","127.27","2 B/R","G-25","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ZaZEN Ivy"
"190-1936-2026","2026-06-30 09:20:52","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","874000","112.9","112.9","","","","","","0","0","","DAMAC HILLS (2) - VIOLET"
"190-1937-2026","2026-06-30 09:40:59","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","708365","71.07","71.07","1 B/R","B-08","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","OLIVO PARK RESIDENCES BY EVERA"
"190-1938-2026","2026-06-30 09:27:34","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1147500","256.72","256.72","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 3"
"190-1939-2026","2026-06-30 09:38:21","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1224979","130.12","130.12","2 B/R","P2-09","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","NAS3"
"190-1940-2026","2026-06-30 09:38:02","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1055400","242.26","242.26","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 3"
"190-1941-2026","2026-06-30 10:06:55","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1032000","71.61","71.61","1 B/R","P-26","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PARK LANE 2 BY HEILBRONN"
"190-1942-2026","2026-06-30 11:33:33","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","323205.58","39.95","39.95","Studio","P1-74","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","NAS3"
"190-1943-2026","2026-06-30 13:21:27","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1247520","336","336","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 2"
"190-1944-2026","2026-06-30 10:53:51","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","752868","73.93","73.93","1 B/R","G-60","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","TALIA RESIDENCES"
"190-1945-2026","2026-06-30 11:33:28","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","576000","67.99","67.99","Studio","GZ3H19","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - NOOR"
"190-1946-2026","2026-06-30 14:03:58","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","2112000","143.78","143.78","3 B/R","G-71,G-72","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ZaZEN Ivy"
"190-1947-2026","2026-06-30 12:07:02","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","904000","69.31","69.31","1 B/R","G-85","","","","0","0","","MAG EYE Phase 1"
"190-1948-2026","2026-06-30 15:57:44","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1248000","63.57","63.57","1 B/R","P1-181","","","","0","0","","Sobha Hartland - The Crest"
"190-1949-2026","2026-06-30 11:49:14","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Wadi Al Safa 3","Unit","Flat","1200000","81.56","81.56","2 B/R","B-39","","","IMG World Adventures","0","0","","The Spark by Esnaad"
"190-1950-2026","2026-06-30 12:16:18","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","ARJAN","Unit","Flat","632000","52.5","52.5","1 B/R","P2-6","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","SKYZ By Danube"
"190-1951-2026","2026-06-30 13:05:52","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2120000","146.51","146.51","","","","","","0","0","","DAMAC LAGOONS - MALTA (2)"
"190-1952-2026","2026-06-30 12:01:45","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Jabal Ali First","Land","Residential","1747520","629.99","629.99","","","","","","0","0","","Jebel Ali Village "
"190-1953-2026","2026-06-30 13:22:28","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","880000","63.96","63.96","1 B/R","P3-119","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","CONCEPT 7 RESIDENCES "
"190-1954-2026","2026-06-30 13:38:43","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","862080","219.6","219.6","","","","","","0","0","","DAMAC LAGOONS - PORTOFINO"
"190-1955-2026","2026-06-30 13:51:46","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","537726","112.24","112.24","","","","","","0","0","","DAMAC HILLS (2) - VERONA"
"190-1956-2026","2026-06-30 13:49:49","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","934500","112.87","112.87","","","","","","0","0","","DAMAC HILLS (2) - VIOLET"
"190-1957-2026","2026-06-30 16:53:50","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","2790000","254.7","254.7","","","","","","0","0","","Jebel Ali Village Townhouses- Phase 1"
"190-1958-2026","2026-06-30 14:00:56","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","635700","144.27","144.27","","","","","","0","0","","DAMAC LAGOONS - MONTE CARLO"
"190-1959-2026","2026-06-30 15:06:50","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1267520","336","336","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 2"
"190-1960-2026","2026-06-30 13:38:13","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","LIWAN","Unit","Flat","480000","41.61","41.61","Studio","G-33","","","IMG World Adventures","0","0","","Celine By Vision"
"190-1961-2026","2026-06-30 13:48:14","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","929500","133.02","133.02","2 B/R","G-75","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ZaZEN Ivy"
"190-1962-2026","2026-06-30 15:29:59","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2020000","144","144","","","","","","0","0","","DAMAC LAGOONS - SANTORINI (2)"
"190-1963-2026","2026-06-30 19:22:49","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1015520","238","238","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 2"
"190-1964-2026","2026-06-30 17:19:20","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","750305.64","74.03","74.03","1 B/R","B-45","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","TALIA RESIDENCES"
"190-1966-2026","2026-06-30 18:55:31","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","419942","69.4","69.4","1 B/R","G-20","","","","0","0","","The Hamilton"
"190-1967-2026","2026-06-30 19:07:17","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1700000","343.49","343.49","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 3"
"190-1968-2026","2026-06-30 18:13:19","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","1493997","144","144","","","","","","0","0","","DAMAC LAGOONS - MOROCCO 1"
"190-1969-2026","2026-06-30 18:07:34","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","400000","67.91","67.91","1 B/R","P3-111","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","THE EAST CREST BY METEORA"
"190-1970-2026","2026-06-30 19:19:34","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1007520","240.55","240.55","","","","","","0","0","","Jebel Ali Village Townhouses- Phase 1"
"190-1971-2026","2026-07-01 08:54:10","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1607520","355.92","355.92","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 3"
"190-1972-2026","2026-07-01 12:04:07","Mortgage","Delayed Mortgage","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","1195520","238","238","","","","","","0","0","","Jebel Ali Village Townhouses - Phase 2"
"190-1974-2026","2026-07-01 09:37:57","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1790000","136.49","136.49","2 B/R","P2-175","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland - Crest Grande"
"190-1975-2026","2026-07-01 10:39:17","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2560000","219.6","219.6","","","","","","0","0","","DAMAC LAGOONS - MALTA (1)"
"190-1976-2026","2026-07-01 11:33:49","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","859600","177.94","177.94","2 B/R","G-107","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ZaZEN Ivy"
"190-1977-2026","2026-07-01 10:45:31","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1029907","77.89","77.89","1 B/R","P1-174","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"190-1978-2026","2026-07-01 11:55:10","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1100000","107.07","107.07","2 B/R","P2-232","","","","0","0","","EQUITI HOME"
"190-1979-2026","2026-07-01 11:44:01","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1100000","84.09","84.09","1 B/R","P3-195","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland - Crest Grande"
"190-1980-2026","2026-07-01 11:48:41","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","239678","35.06","35.06","Studio","G-04","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-1981-2026","2026-07-01 13:04:04","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Wadi Al Safa 5","Land","Residential","4875000","432.74","432.74","","","","","","0","0","","Arabian Ranches lll - Caya"
"190-1982-2026","2026-07-01 12:00:48","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fourth","Land","Land","6900000","492.58","492.58","","","","","","0","0","","Harmony"
"190-1984-2026","2026-07-01 12:18:37","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","357273.2","41.43","41.43","Studio","B1-98","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-1985-2026","2026-07-01 12:39:09","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","380369.5","35.23","35.23","Studio","B2-107","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-1986-2026","2026-07-01 13:30:44","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","LIWAN","Unit","Flat","760000","74.48","74.48","1 B/R","G-40","","","IMG World Adventures","0","0","","Celine By Vision"
"190-1987-2026","2026-07-01 12:34:39","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","319541.6","41.43","41.43","Studio","B1-91","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-1988-2026","2026-07-01 12:38:26","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","380224","35.42","35.42","Studio","B2-106","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-1989-2026","2026-07-01 12:59:25","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2600000","219.84","219.84","","","","","","0","0","","DAMAC LAGOONS - MALTA (1)"
"190-1990-2026","2026-07-01 12:54:55","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","890000","208.72","208.72","","","","","","0","0","","DAMAC LAGOONS - COSTA BRAVA (1)"
"190-1992-2026","2026-07-01 13:24:27","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","445382.65","59.85","59.85","1 B/R","B1-40","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-1993-2026","2026-07-01 13:47:35","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","539650.22","73.85","73.85","1 B/R","B2-47","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-1994-2026","2026-07-01 13:45:35","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","591549.83","59.86","59.86","1 B/R","B1-43","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","CONDOR GOLF LINKS 18"
"190-1995-2026","2026-07-01 13:36:41","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","1285000","144.23","144.23","","","","","","0","0","","DAMAC LAGOONS - COSTA BRAVA (1)"
"219-282-2026","2026-06-30 14:37:23","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","Mirdif","Unit","Office","1679998.88","119.92","119.92","NA","B2-275, B2-289","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","MIRDIF HILLS- AL MULTAQA AVENUE"
"219-293-2026","2026-06-29 16:58:47","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","EMAAR SOUTH","Unit","Flat","755000.14","60.48","120.95","2 B/R","101-1, 101-2","","","Al Makhtoum International Airport","0","0","","URBANA"
"219-295-2026","2026-06-30 09:43:10","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","Nad Al Shiba First","Land","Villa","11593919.57","512.91","512.91","","","","","","0","0","","Nad Al Sheba Gardens Phase 3 "
"219-297-2026","2026-06-30 15:42:49","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","4520008.01","109.29","109.29","2 B/R","L1-87","","","","0","0","","Palace Beach Residence"
"219-298-2026","2026-06-30 15:50:18","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","6850001.58","171.47","171.47","3 B/R","L1-78, L1-79","","","","0","0","","Palace Beach Residence"
"219-299-2026","2026-06-30 16:01:03","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","4740002.75","114.76","114.76","2 B/R","L1-68","","","","0","0","","Palace Beach Residence"
"219-300-2026","2026-06-30 16:19:04","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","4680009.24","113.2","113.2","2 B/R","L1-69","","","","0","0","","Palace Beach Residence"
"219-301-2026","2026-06-30 16:27:44","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","4620011.24","111.69","111.69","2 B/R","L1-77","","","","0","0","","Palace Beach Residence"
"219-302-2026","2026-06-30 16:41:25","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2550004.81","68.37","68.37","1 B/R","L2-59","","","","0","0","","Palace Beach Residence"
"219-303-2026","2026-06-30 16:44:49","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2750006.18","73.7","73.7","1 B/R","L2-61","","","","0","0","","Palace Beach Residence"
"219-304-2026","2026-06-30 16:52:46","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2520003.86","67.59","67.59","1 B/R","L2-35","","","","0","0","","Palace Beach Residence"
"219-305-2026","2026-06-30 17:04:29","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2760007.08","74.01","74.01","1 B/R","L2-60","","","","0","0","","Palace Beach Residence"
"39-389-2026","2026-06-29 16:57:54","Mortgage","Development Mortgage","Ready","Non Free Hold","Commercial","DUBAI INVESTMENT PARK FIRST","Land","Commercial","6000000","9662.94","9662.94","","","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
